CustomerID,Country,InvoiceDate,TotalRevenue,Day,Month,Year,,,,,,,,
17314,United Kingdom,24/02/2011,-2.95,24,2,2011,,,,,,,,
12955,United Kingdom,28/06/2011,-2.95,28,6,2011,,,,,,,,
15596,United Kingdom,27/01/2011,-2.95,27,1,2011,,,,,,,,
18183,United Kingdom,23/03/2011,-2.95,23,3,2011,,,,,,,,
12955,United Kingdom,27/06/2011,-2.95,27,6,2011,,,,,,,,
12395,Belgium,01/05/2011,-2.95,1,5,2011,,,,,,,,
18044,United Kingdom,11/04/2011,-2.95,11,4,2011,,,,,,,,
13488,United Kingdom,30/03/2011,-2.95,30,3,2011,,,,,,,,
18053,United Kingdom,10/04/2011,-2.95,10,4,2011,,,,,,,,
13267,United Kingdom,05/03/2011,-2.95,5,3,2011,,,,,,,,
13499,United Kingdom,10/06/2011,-2.95,10,6,2011,,,,,,,,
13141,United Kingdom,02/01/2011,-2.95,2,1,2011,,,,,,,,
14227,United Kingdom,05/05/2011,-2.95,5,5,2011,,,,,,,,
16782,United Kingdom,24/01/2011,-2.95,24,1,2011,,,,,,,,
16428,United Kingdom,19/09/2011,-2.95,19,9,2011,,,,,,,,
14744,United Kingdom,03/03/2011,-2.95,3,3,2011,,,,,,,,
13769,United Kingdom,04/07/2011,-2.95,4,7,2011,,,,,,,,
14849,United Kingdom,26/01/2011,-2.95,26,1,2011,,,,,,,,
15696,United Kingdom,05/05/2011,-2.95,5,5,2011,,,,,,,,
15706,United Kingdom,18/08/2011,-2.95,18,8,2011,,,,,,,,
15738,United Kingdom,12/09/2010,-2.95,12,9,2010,,,,,,,,
16670,United Kingdom,09/12/2011,-2.95,9,12,2011,,,,,,,,
12674,France,28/11/2011,-2.95,28,11,2011,,,,,,,,
15796,United Kingdom,02/11/2011,-2.95,2,11,2011,,,,,,,,
13109,United Kingdom,19/10/2011,-2.95,19,10,2011,,,,,,,,
16297,United Kingdom,18/03/2011,-2.95,18,3,2011,,,,,,,,
14777,United Kingdom,12/05/2011,-2.95,12,5,2011,,,,,,,,
16923,United Kingdom,20/04/2011,-2.95,20,4,2011,,,,,,,,
13854,United Kingdom,06/02/2011,-2.95,6,2,2011,,,,,,,,
13534,United Kingdom,30/03/2011,-2.93,30,3,2011,,,,,,,,
15201,United Kingdom,23/05/2011,-2.93,23,5,2011,,,,,,,,
14176,United Kingdom,14/12/2010,-2.9,14,12,2010,,,,,,,,
14227,United Kingdom,03/10/2011,-2.9,3,10,2011,,,,,,,,
15253,United Kingdom,21/09/2011,-2.9,21,9,2011,,,,,,,,
14214,United Kingdom,03/10/2011,-2.9,3,10,2011,,,,,,,,
13014,United Kingdom,03/10/2011,-2.9,3,10,2011,,,,,,,,
17096,United Kingdom,30/11/2011,-2.9,30,11,2011,,,,,,,,
15754,United Kingdom,20/10/2011,-2.9,20,10,2011,,,,,,,,
13870,United Kingdom,11/02/2011,-2.89,11,2,2011,,,,,,,,
12590,Germany,06/02/2011,-2.88,6,2,2011,,,,,,,,
18223,United Kingdom,03/10/2011,-2.84,3,10,2011,,,,,,,,
13771,United Kingdom,13/06/2011,-2.75,13,6,2011,,,,,,,,
13769,United Kingdom,07/08/2011,-2.75,7,8,2011,,,,,,,,
16966,United Kingdom,29/06/2011,-2.75,29,6,2011,,,,,,,,
13266,United Kingdom,25/08/2011,-2.73,25,8,2011,,,,,,,,
17314,United Kingdom,24/10/2011,-2.71,24,10,2011,,,,,,,,
14211,United Kingdom,23/02/2011,-2.6,23,2,2011,,,,,,,,
17239,United Kingdom,22/12/2010,-2.55,22,12,2010,,,,,,,,
15544,United Kingdom,12/01/2011,-2.55,12,1,2011,,,,,,,,
16700,United Kingdom,04/01/2011,-2.55,4,1,2011,,,,,,,,
14227,United Kingdom,22/03/2011,-2.55,22,3,2011,,,,,,,,
17677,United Kingdom,04/06/2011,-2.55,4,6,2011,,,,,,,,
16358,United Kingdom,06/10/2011,-2.55,6,10,2011,,,,,,,,
14133,United Kingdom,02/11/2011,-2.55,2,11,2011,,,,,,,,
13282,United Kingdom,05/12/2011,-2.55,5,12,2011,,,,,,,,
18188,United Kingdom,24/10/2011,-2.55,24,10,2011,,,,,,,,
14679,United Kingdom,12/03/2010,-2.55,12,3,2010,,,,,,,,
17230,United Kingdom,01/07/2011,-2.55,1,7,2011,,,,,,,,
15358,United Kingdom,03/10/2011,-2.55,3,10,2011,,,,,,,,
12395,Belgium,24/11/2011,-2.55,24,11,2011,,,,,,,,
18142,United Kingdom,07/11/2011,-2.52,7,11,2011,,,,,,,,
18092,United Kingdom,11/10/2011,-2.5,11,10,2011,,,,,,,,
17841,United Kingdom,20/01/2011,-2.5,20,1,2011,,,,,,,,
16678,United Kingdom,03/06/2011,-2.5,3,6,2011,,,,,,,,
15497,United Kingdom,31/01/2011,-2.5,31,1,2011,,,,,,,,
14397,United Kingdom,27/09/2011,-2.5,27,9,2011,,,,,,,,
14188,United Kingdom,25/08/2011,-2.5,25,8,2011,,,,,,,,
15208,United Kingdom,10/11/2011,-2.5,10,11,2011,,,,,,,,
16533,United Kingdom,19/10/2011,-2.5,19,10,2011,,,,,,,,
12619,Germany,28/09/2011,-2.5,28,9,2011,,,,,,,,
15598,United Kingdom,11/04/2011,-2.5,11,4,2011,,,,,,,,
17054,United Kingdom,28/07/2011,-2.5,28,7,2011,,,,,,,,
16985,United Kingdom,02/02/2011,-2.5,2,2,2011,,,,,,,,
13166,United Kingdom,03/02/2011,-2.5,3,2,2011,,,,,,,,
15598,United Kingdom,20/10/2011,-2.5,20,10,2011,,,,,,,,
14032,United Kingdom,23/05/2011,-2.49,23,5,2011,,,,,,,,
16145,United Kingdom,05/04/2011,-2.41,5,4,2011,,,,,,,,
13078,United Kingdom,31/08/2011,-2.28,31,8,2011,,,,,,,,
14189,United Kingdom,31/03/2011,-2.25,31,3,2011,,,,,,,,
17677,United Kingdom,21/06/2011,-2.16,21,6,2011,,,,,,,,
13213,United Kingdom,16/06/2011,-2.15,16,6,2011,,,,,,,,
12679,France,18/10/2011,-2.12,18,10,2011,,,,,,,,
17080,United Kingdom,16/03/2011,-2.12,16,3,2011,,,,,,,,
14032,United Kingdom,11/10/2011,-2.1,11,10,2011,,,,,,,,
12708,Germany,09/02/2011,-2.1,9,2,2011,,,,,,,,
18142,United Kingdom,05/12/2011,-2.1,5,12,2011,,,,,,,,
17677,United Kingdom,21/01/2011,-2.1,21,1,2011,,,,,,,,
16626,United Kingdom,21/03/2011,-2.1,21,3,2011,,,,,,,,
13741,United Kingdom,05/12/2011,-2.1,5,12,2011,,,,,,,,
15122,United Kingdom,15/09/2011,-2.1,15,9,2011,,,,,,,,
13420,United Kingdom,28/07/2011,-2.1,28,7,2011,,,,,,,,
12989,United Kingdom,20/09/2011,-2.1,20,9,2011,,,,,,,,
17090,United Kingdom,24/10/2011,-2.1,24,10,2011,,,,,,,,
12989,United Kingdom,17/02/2011,-2.1,17,2,2011,,,,,,,,
14227,United Kingdom,06/07/2011,-2.1,6,7,2011,,,,,,,,
13599,United Kingdom,14/01/2011,-2.1,14,1,2011,,,,,,,,
17053,United Kingdom,08/03/2011,-2.1,8,3,2011,,,,,,,,
14934,Channel Islands,28/09/2011,-2.1,28,9,2011,,,,,,,,
16705,United Kingdom,24/05/2011,-2.1,24,5,2011,,,,,,,,
14305,United Kingdom,18/08/2011,-2.1,18,8,2011,,,,,,,,
18263,United Kingdom,16/11/2011,-2.08,16,11,2011,,,,,,,,
14655,United Kingdom,12/06/2011,-2.08,12,6,2011,,,,,,,,
17323,United Kingdom,24/11/2011,-2.08,24,11,2011,,,,,,,,
14194,United Kingdom,24/08/2011,-2.08,24,8,2011,,,,,,,,
13534,United Kingdom,17/05/2011,-2.08,17,5,2011,,,,,,,,
15622,United Kingdom,21/09/2011,-2.08,21,9,2011,,,,,,,,
13136,United Kingdom,09/12/2011,-2.08,9,12,2011,,,,,,,,
16086,United Kingdom,24/05/2011,-2.08,24,5,2011,,,,,,,,
13599,United Kingdom,06/08/2011,-2.08,6,8,2011,,,,,,,,
12375,Finland,12/07/2011,-2.08,12,7,2011,,,,,,,,
18223,United Kingdom,28/09/2011,-2.08,28,9,2011,,,,,,,,
13599,United Kingdom,06/01/2011,-2.08,6,1,2011,,,,,,,,
15810,United Kingdom,08/02/2011,-2.08,8,2,2011,,,,,,,,
13549,United Kingdom,24/05/2011,-2.08,24,5,2011,,,,,,,,
12471,Germany,28/03/2011,-2.07,28,3,2011,,,,,,,,
14245,United Kingdom,26/05/2011,-1.95,26,5,2011,,,,,,,,
15079,United Kingdom,21/02/2011,-1.95,21,2,2011,,,,,,,,
16705,United Kingdom,20/12/2010,-1.95,20,12,2010,,,,,,,,
14000,United Kingdom,17/05/2011,-1.95,17,5,2011,,,,,,,,
12921,United Kingdom,27/03/2011,-1.95,27,3,2011,,,,,,,,
12379,Belgium,07/07/2011,-1.95,7,7,2011,,,,,,,,
17994,United Kingdom,03/11/2011,-1.9,3,11,2011,,,,,,,,
14477,United Kingdom,19/10/2011,-1.79,19,10,2011,,,,,,,,
14194,United Kingdom,09/09/2011,-1.74,9,9,2011,,,,,,,,
14859,United Kingdom,23/05/2011,-1.7,23,5,2011,,,,,,,,
13769,United Kingdom,14/12/2010,-1.7,14,12,2010,,,,,,,,
13418,United Kingdom,10/11/2011,-1.7,10,11,2011,,,,,,,,
17096,United Kingdom,17/10/2011,-1.7,17,10,2011,,,,,,,,
16145,United Kingdom,01/11/2011,-1.7,1,11,2011,,,,,,,,
13627,United Kingdom,22/09/2011,-1.7,22,9,2011,,,,,,,,
15358,United Kingdom,14/04/2011,-1.7,14,4,2011,,,,,,,,
14860,United Kingdom,12/01/2011,-1.7,12,1,2011,,,,,,,,
14292,United Kingdom,11/04/2011,-1.7,11,4,2011,,,,,,,,
13769,United Kingdom,11/10/2011,-1.69,11,10,2011,,,,,,,,
13269,United Kingdom,24/10/2011,-1.66,24,10,2011,,,,,,,,
12709,Germany,12/06/2011,-1.65,12,6,2011,,,,,,,,
16523,United Kingdom,10/06/2011,-1.65,10,6,2011,,,,,,,,
12408,Belgium,29/06/2011,-1.65,29,6,2011,,,,,,,,
15719,United Kingdom,07/12/2011,-1.65,7,12,2011,,,,,,,,
13662,United Kingdom,06/10/2011,-1.65,6,10,2011,,,,,,,,
14329,United Kingdom,26/07/2011,-1.65,26,7,2011,,,,,,,,
16191,United Kingdom,03/03/2011,-1.65,3,3,2011,,,,,,,,
16873,United Kingdom,06/01/2011,-1.65,6,1,2011,,,,,,,,
17652,United Kingdom,15/07/2011,-1.65,15,7,2011,,,,,,,,
18158,United Kingdom,14/09/2011,-1.65,14,9,2011,,,,,,,,
12705,Germany,19/09/2011,-1.65,19,9,2011,,,,,,,,
15449,United Kingdom,04/11/2011,-1.65,4,11,2011,,,,,,,,
13136,United Kingdom,05/12/2011,-1.65,5,12,2011,,,,,,,,
15449,United Kingdom,15/09/2011,-1.65,15,9,2011,,,,,,,,
13709,United Kingdom,09/12/2011,-1.65,9,12,2011,,,,,,,,
12472,Germany,11/09/2011,-1.65,11,9,2011,,,,,,,,
17063,United Kingdom,12/01/2011,-1.65,12,1,2011,,,,,,,,
13136,United Kingdom,15/09/2011,-1.65,15,9,2011,,,,,,,,
16101,United Kingdom,30/11/2011,-1.65,30,11,2011,,,,,,,,
16722,United Kingdom,05/05/2011,-1.65,5,5,2011,,,,,,,,
14232,United Kingdom,11/08/2011,-1.65,11,8,2011,,,,,,,,
14232,United Kingdom,27/03/2011,-1.65,27,3,2011,,,,,,,,
13115,United Kingdom,02/11/2011,-1.65,2,11,2011,,,,,,,,
17677,United Kingdom,26/07/2011,-1.65,26,7,2011,,,,,,,,
15687,United Kingdom,06/07/2011,-1.65,6,7,2011,,,,,,,,
14420,United Kingdom,15/09/2011,-1.65,15,9,2011,,,,,,,,
15544,United Kingdom,25/07/2011,-1.65,25,7,2011,,,,,,,,
16818,United Kingdom,20/05/2011,-1.65,20,5,2011,,,,,,,,
13115,United Kingdom,28/09/2011,-1.65,28,9,2011,,,,,,,,
15290,United Kingdom,22/02/2011,-1.65,22,2,2011,,,,,,,,
16401,United Kingdom,14/08/2011,-1.65,14,8,2011,,,,,,,,
13028,United Kingdom,11/01/2011,-1.64,11,1,2011,,,,,,,,
16722,United Kingdom,14/12/2010,-1.45,14,12,2010,,,,,,,,
12471,Germany,10/12/2011,-1.45,10,12,2011,,,,,,,,
15287,United Kingdom,28/10/2011,-1.45,28,10,2011,,,,,,,,
13743,United Kingdom,07/12/2011,-1.45,7,12,2011,,,,,,,,
18282,United Kingdom,08/09/2011,-1.45,8,9,2011,,,,,,,,
15027,United Kingdom,25/05/2011,-1.45,25,5,2011,,,,,,,,
16863,United Kingdom,14/12/2010,-1.45,14,12,2010,,,,,,,,
16656,United Kingdom,14/07/2011,-1.44,14,7,2011,,,,,,,,
16995,United Kingdom,12/02/2010,-1.25,12,2,2010,,,,,,,,
15468,United Kingdom,14/12/2010,-1.25,14,12,2010,,,,,,,,
14676,United Kingdom,02/11/2011,-1.25,2,11,2011,,,,,,,,
15601,United Kingdom,18/02/2011,-1.25,18,2,2011,,,,,,,,
12619,Germany,29/09/2011,-1.25,29,9,2011,,,,,,,,
16473,United Kingdom,03/02/2011,-1.25,3,2,2011,,,,,,,,
12665,Germany,01/12/2011,-1.25,1,12,2011,,,,,,,,
14696,United Kingdom,12/09/2010,-1.25,12,9,2010,,,,,,,,
14214,United Kingdom,03/11/2011,-1.25,3,11,2011,,,,,,,,
17521,United Kingdom,15/11/2011,-1.25,15,11,2011,,,,,,,,
12585,Germany,14/04/2011,-1.25,14,4,2011,,,,,,,,
17440,United Kingdom,14/04/2011,-1.17,14,4,2011,,,,,,,,
17809,United Kingdom,24/06/2011,-1.06,24,6,2011,,,,,,,,
17164,United Kingdom,17/10/2011,-0.95,17,10,2011,,,,,,,,
15502,United Kingdom,23/11/2011,-0.85,23,11,2011,,,,,,,,
14329,United Kingdom,11/01/2011,-0.85,11,1,2011,,,,,,,,
14189,United Kingdom,11/01/2011,-0.85,11,1,2011,,,,,,,,
13534,United Kingdom,02/11/2011,-0.85,2,11,2011,,,,,,,,
14232,United Kingdom,06/09/2011,-0.84,6,9,2011,,,,,,,,
15785,United Kingdom,06/02/2011,-0.83,6,2,2011,,,,,,,,
16656,United Kingdom,15/08/2011,-0.72,15,8,2011,,,,,,,,
16705,United Kingdom,01/06/2011,-0.72,1,6,2011,,,,,,,,
16566,United Kingdom,06/02/2011,-0.65,6,2,2011,,,,,,,,
13115,United Kingdom,07/04/2011,-0.65,7,4,2011,,,,,,,,
18198,United Kingdom,03/03/2011,-0.65,3,3,2011,,,,,,,,
16966,United Kingdom,28/10/2011,-0.5,28,10,2011,,,,,,,,
17334,United Kingdom,02/11/2011,-0.42,2,11,2011,,,,,,,,
15903,United Kingdom,03/07/2011,-0.42,3,7,2011,,,,,,,,
14126,United Kingdom,12/02/2011,0,12,2,2011,,,,,,,,
14047,United Kingdom,01/07/2011,0,1,7,2011,,,,,,,,
14031,United Kingdom,31/03/2011,0,31,3,2011,,,,,,,,
13694,United Kingdom,31/05/2011,0,31,5,2011,,,,,,,,
13811,Germany,18/04/2011,0,18,4,2011,,,,,,,,
13268,United Kingdom,14/11/2011,0,14,11,2011,,,,,,,,
13256,United Kingdom,25/11/2011,0,25,11,2011,,,,,,,,
13694,United Kingdom,05/10/2011,0,5,10,2011,,,,,,,,
15223,United Kingdom,04/04/2011,0,4,4,2011,,,,,,,,
15224,United Kingdom,12/12/2010,0,12,12,2010,,,,,,,,
17940,United Kingdom,04/08/2011,0,4,8,2011,,,,,,,,
17888,United Kingdom,07/01/2011,0,7,1,2011,,,,,,,,
17865,United Kingdom,16/06/2011,0,16,6,2011,,,,,,,,
12536,France,27/10/2011,0,27,10,2011,,,,,,,,
14665,United Kingdom,10/10/2011,0,10,10,2011,,,,,,,,
17069,United Kingdom,27/04/2011,0,27,4,2011,,,,,,,,
16029,United Kingdom,01/04/2011,0,1,4,2011,,,,,,,,
14502,United Kingdom,19/04/2011,0,19,4,2011,,,,,,,,
17069,United Kingdom,23/09/2011,0,23,9,2011,,,,,,,,
17954,United Kingdom,12/07/2010,0,12,7,2010,,,,,,,,
15881,United Kingdom,13/12/2010,0,13,12,2010,,,,,,,,
17114,United Kingdom,26/06/2011,0,26,6,2011,,,,,,,,
12507,Spain,07/07/2011,0,7,7,2011,,,,,,,,
12457,Cyprus,10/04/2011,0,10,4,2011,,,,,,,,
13012,United Kingdom,18/11/2011,0,18,11,2011,,,,,,,,
15117,United Kingdom,23/11/2011,0,23,11,2011,,,,,,,,
15861,United Kingdom,17/11/2011,0,17,11,2011,,,,,,,,
17552,United Kingdom,10/10/2011,0,10,10,2011,,,,,,,,
17560,United Kingdom,02/10/2011,0,2,10,2011,,,,,,,,
17404,Sweden,14/12/2010,0,14,12,2010,,,,,,,,
17838,United Kingdom,13/11/2011,0,13,11,2011,,,,,,,,
17404,Sweden,12/05/2011,0,12,5,2011,,,,,,,,
15073,United Kingdom,06/06/2011,0,6,6,2011,,,,,,,,
12748,United Kingdom,18/03/2011,0,18,3,2011,,,,,,,,
15864,United Kingdom,17/11/2011,0,17,11,2011,,,,,,,,
15107,United Kingdom,01/11/2011,0,1,11,2011,,,,,,,,
14931,Channel Islands,17/05/2011,0,17,5,2011,,,,,,,,
15602,United Kingdom,14/12/2010,0,14,12,2010,,,,,,,,
16446,United Kingdom,12/09/2011,0,12,9,2011,,,,,,,,
16742,United Kingdom,24/10/2011,0,24,10,2011,,,,,,,,
12346,United Kingdom,18/01/2011,0,18,1,2011,,,,,,,,
15658,United Kingdom,23/03/2011,0,23,3,2011,,,,,,,,
16316,United Kingdom,03/09/2011,0,3,9,2011,,,,,,,,
12783,Portugal,17/10/2011,0,17,10,2011,,,,,,,,
18268,United Kingdom,28/07/2011,0,28,7,2011,,,,,,,,
14297,United Kingdom,19/10/2011,0,19,10,2011,,,,,,,,
12619,Germany,07/04/2011,0,7,4,2011,,,,,,,,
15482,United Kingdom,25/10/2011,0,25,10,2011,,,,,,,,
12971,United Kingdom,19/07/2011,0,19,7,2011,,,,,,,,
15521,United Kingdom,09/06/2011,0,9,6,2011,,,,,,,,
12669,France,04/05/2011,0,4,5,2011,,,,,,,,
12779,Poland,06/03/2011,0,6,3,2011,,,,,,,,
14911,EIRE,08/04/2011,0,8,4,2011,,,,,,,,
12989,United Kingdom,12/06/2011,0,12,6,2011,,,,,,,,
15298,United Kingdom,20/07/2011,0,20,7,2011,,,,,,,,
14911,EIRE,03/11/2011,0,3,11,2011,,,,,,,,
15764,United Kingdom,09/12/2011,0,9,12,2011,,,,,,,,
16897,United Kingdom,13/02/2011,0,13,2,2011,,,,,,,,
15674,United Kingdom,05/10/2011,0,5,10,2011,,,,,,,,
15674,United Kingdom,04/05/2011,0,4,5,2011,,,,,,,,
14776,United Kingdom,18/10/2011,0,18,10,2011,,,,,,,,
12415,Australia,19/07/2011,0,19,7,2011,,,,,,,,
12744,Singapore,19/10/2011,4.54747E-13,19,10,2011,,,,,,,,
12744,Singapore,04/04/2011,4.54747E-13,4,4,2011,,,,,,,,
12539,Spain,27/01/2011,6.82121E-13,27,1,2011,,,,,,,,
16356,United Kingdom,26/04/2011,0.65,26,4,2011,,,,,,,,
14776,United Kingdom,21/06/2011,0.72,21,6,2011,,,,,,,,
16454,United Kingdom,26/10/2011,1,26,10,2011,,,,,,,,
12748,United Kingdom,31/07/2011,1.25,31,7,2011,,,,,,,,
12748,United Kingdom,30/06/2011,1.65,30,6,2011,,,,,,,,
17961,United Kingdom,13/09/2011,1.65,13,9,2011,,,,,,,,
12748,United Kingdom,28/07/2011,1.68,28,7,2011,,,,,,,,
15518,United Kingdom,28/07/2011,1.95,28,7,2011,,,,,,,,
12748,United Kingdom,05/01/2011,2.1,5,1,2011,,,,,,,,
18037,United Kingdom,17/04/2011,2.1,17,4,2011,,,,,,,,
17961,United Kingdom,08/04/2011,2.25,8,4,2011,,,,,,,,
17961,United Kingdom,03/01/2011,2.5,3,1,2011,,,,,,,,
12748,United Kingdom,13/12/2010,2.85,13,12,2010,,,,,,,,
16446,United Kingdom,18/05/2011,2.9,18,5,2011,,,,,,,,
15059,United Kingdom,23/01/2011,2.95,23,1,2011,,,,,,,,
14836,United Kingdom,11/11/2011,3,11,11,2011,,,,,,,,
17961,United Kingdom,03/11/2011,3.1,3,11,2011,,,,,,,,
16966,United Kingdom,26/10/2011,3.25,26,10,2011,,,,,,,,
17961,United Kingdom,30/09/2011,3.25,30,9,2011,,,,,,,,
17961,United Kingdom,14/01/2011,3.35,14,1,2011,,,,,,,,
17961,United Kingdom,24/05/2011,3.75,24,5,2011,,,,,,,,
16738,United Kingdom,15/02/2011,3.75,15,2,2011,,,,,,,,
13162,United Kingdom,06/08/2011,3.75,6,8,2011,,,,,,,,
12748,United Kingdom,06/10/2011,3.75,6,10,2011,,,,,,,,
18037,United Kingdom,31/03/2011,3.9,31,3,2011,,,,,,,,
12748,United Kingdom,18/11/2011,4.16,18,11,2011,,,,,,,,
17961,United Kingdom,07/07/2011,4.25,7,7,2011,,,,,,,,
12748,United Kingdom,12/02/2010,4.25,12,2,2010,,,,,,,,
12381,Norway,10/12/2011,4.5,10,12,2011,,,,,,,,
16191,United Kingdom,31/01/2011,4.55,31,1,2011,,,,,,,,
18073,United Kingdom,15/06/2011,4.62,15,6,2011,,,,,,,,
17961,United Kingdom,19/09/2011,4.86,19,9,2011,,,,,,,,
12748,United Kingdom,22/06/2011,4.94,22,6,2011,,,,,,,,
12748,United Kingdom,12/01/2010,4.95,12,1,2010,,,,,,,,
14854,United Kingdom,28/06/2011,5.06,28,6,2011,,,,,,,,
17816,United Kingdom,15/03/2011,5.1,15,3,2011,,,,,,,,
15581,United Kingdom,27/04/2011,5.11,27,4,2011,,,,,,,,
12748,United Kingdom,12/02/2011,5.45,12,2,2011,,,,,,,,
13685,United Kingdom,12/05/2011,5.48,12,5,2011,,,,,,,,
17857,United Kingdom,16/12/2010,5.5,16,12,2010,,,,,,,,
17869,United Kingdom,05/08/2011,5.55,5,8,2011,,,,,,,,
12748,United Kingdom,07/11/2011,5.8,7,11,2011,,,,,,,,
16670,United Kingdom,17/01/2011,5.9,17,1,2011,,,,,,,,
12748,United Kingdom,10/07/2011,5.9,10,7,2011,,,,,,,,
17991,United Kingdom,27/04/2011,5.9,27,4,2011,,,,,,,,
16454,United Kingdom,10/06/2011,5.9,10,6,2011,,,,,,,,
14285,United Kingdom,16/06/2011,5.9,16,6,2011,,,,,,,,
13685,United Kingdom,17/10/2011,5.93,17,10,2011,,,,,,,,
17961,United Kingdom,09/12/2011,5.95,9,12,2011,,,,,,,,
12381,Norway,10/11/2011,6,10,11,2011,,,,,,,,
14792,United Kingdom,10/07/2011,6.2,10,7,2011,,,,,,,,
17816,United Kingdom,11/03/2011,6.24,11,3,2011,,,,,,,,
12845,United Kingdom,16/03/2011,6.7,16,3,2011,,,,,,,,
16817,United Kingdom,25/03/2011,6.8,25,3,2011,,,,,,,,
16405,United Kingdom,02/02/2011,6.85,2,2,2011,,,,,,,,
17961,United Kingdom,23/06/2011,6.9,23,6,2011,,,,,,,,
17961,United Kingdom,02/02/2011,7.2,2,2,2011,,,,,,,,
16998,United Kingdom,13/07/2011,7.42,13,7,2011,,,,,,,,
15658,United Kingdom,06/02/2011,7.5,6,2,2011,,,,,,,,
12748,United Kingdom,22/02/2011,7.8,22,2,2011,,,,,,,,
17961,United Kingdom,20/05/2011,8.25,20,5,2011,,,,,,,,
18037,United Kingdom,21/01/2011,8.25,21,1,2011,,,,,,,,
14338,United Kingdom,07/01/2011,8.25,7,1,2011,,,,,,,,
18008,United Kingdom,30/09/2011,8.28,30,9,2011,,,,,,,,
13900,United Kingdom,06/09/2011,8.5,6,9,2011,,,,,,,,
16692,United Kingdom,23/02/2011,8.5,23,2,2011,,,,,,,,
12483,Sweden,05/11/2011,8.5,5,11,2011,,,,,,,,
12748,United Kingdom,16/01/2011,8.52,16,1,2011,,,,,,,,
15516,United Kingdom,26/10/2011,8.67,26,10,2011,,,,,,,,
17961,United Kingdom,17/03/2011,8.8,17,3,2011,,,,,,,,
18223,United Kingdom,03/06/2011,8.85,3,6,2011,,,,,,,,
16900,United Kingdom,23/11/2011,8.95,23,11,2011,,,,,,,,
17961,United Kingdom,21/04/2011,8.97,21,4,2011,,,,,,,,
17816,United Kingdom,10/05/2011,9.01,10,5,2011,,,,,,,,
16689,United Kingdom,25/09/2011,9.1,25,9,2011,,,,,,,,
15863,United Kingdom,31/05/2011,9.2,31,5,2011,,,,,,,,
18037,United Kingdom,07/08/2011,9.2,7,8,2011,,,,,,,,
15581,United Kingdom,21/12/2010,9.2,21,12,2010,,,,,,,,
12748,United Kingdom,09/07/2011,9.36,9,7,2011,,,,,,,,
15987,United Kingdom,05/04/2011,9.36,5,4,2011,,,,,,,,
13685,United Kingdom,12/06/2011,9.51,12,6,2011,,,,,,,,
17961,United Kingdom,17/01/2011,9.75,17,1,2011,,,,,,,,
17961,United Kingdom,11/08/2011,9.9,11,8,2011,,,,,,,,
16882,United Kingdom,26/01/2011,9.9,26,1,2011,,,,,,,,
12748,United Kingdom,08/05/2011,9.9,8,5,2011,,,,,,,,
12843,United Kingdom,10/05/2011,9.95,10,5,2011,,,,,,,,
17194,United Kingdom,03/11/2011,10,3,11,2011,,,,,,,,
16235,United Kingdom,19/09/2011,10,19,9,2011,,,,,,,,
16210,United Kingdom,21/01/2011,10,21,1,2011,,,,,,,,
14616,United Kingdom,28/02/2011,10.08,28,2,2011,,,,,,,,
17892,United Kingdom,13/10/2011,10.2,13,10,2011,,,,,,,,
17334,United Kingdom,02/10/2011,10.5,2,10,2011,,,,,,,,
17685,United Kingdom,14/12/2010,10.5,14,12,2010,,,,,,,,
17935,United Kingdom,24/07/2011,11.22,24,7,2011,,,,,,,,
17400,United Kingdom,31/03/2011,11.8,31,3,2011,,,,,,,,
15213,United Kingdom,25/01/2011,11.85,25,1,2011,,,,,,,,
17252,United Kingdom,15/08/2011,11.9,15,8,2011,,,,,,,,
12748,United Kingdom,10/10/2011,12.12,10,10,2011,,,,,,,,
17956,United Kingdom,04/04/2011,12.75,4,4,2011,,,,,,,,
17867,United Kingdom,24/02/2011,12.75,24,2,2011,,,,,,,,
13983,United Kingdom,10/12/2011,12.97,10,12,2011,,,,,,,,
14543,United Kingdom,31/03/2011,12.99,31,3,2011,,,,,,,,
12748,United Kingdom,06/06/2011,13,6,6,2011,,,,,,,,
12748,United Kingdom,28/02/2011,13.05,28,2,2011,,,,,,,,
16570,United Kingdom,30/06/2011,13.2,30,6,2011,,,,,,,,
14948,United Kingdom,22/08/2011,13.2,22,8,2011,,,,,,,,
16626,United Kingdom,27/10/2011,13.2,27,10,2011,,,,,,,,
16878,United Kingdom,16/09/2011,13.3,16,9,2011,,,,,,,,
17988,United Kingdom,07/01/2011,13.37,7,1,2011,,,,,,,,
16607,United Kingdom,08/03/2011,14.04,8,3,2011,,,,,,,,
17988,United Kingdom,27/11/2011,14.11,27,11,2011,,,,,,,,
14083,United Kingdom,03/11/2011,14.4,3,11,2011,,,,,,,,
12748,United Kingdom,09/02/2011,14.43,9,2,2011,,,,,,,,
17659,United Kingdom,23/06/2011,14.85,23,6,2011,,,,,,,,
13692,United Kingdom,05/10/2011,14.95,5,10,2011,,,,,,,,
15107,United Kingdom,13/01/2011,14.95,13,1,2011,,,,,,,,
16714,United Kingdom,05/05/2011,15,5,5,2011,,,,,,,,
16828,United Kingdom,09/07/2011,15,9,7,2011,,,,,,,,
17404,Sweden,14/10/2011,15,14,10,2011,,,,,,,,
17315,United Kingdom,02/08/2011,15,2,8,2011,,,,,,,,
